passenger_name;city;total_amount
KLAVDIYA NIKITINA;Birmingham;1705.60
KLAVDIYA NIKITINA;Los Angeles;414.96
KLAVDIYA NIKOLAEVA;Alice;1051.44
KLAVDIYA NIKOLAEVA;Orlando;732.16
KLAVDIYA NOVIKOVA;Idaho Falls;614.64
KLAVDIYA ORLOVA;Birmingham;3407.04
KLAVDIYA ORLOVA;Richmond;1215.76
KLAVDIYA PAVLOVA;Fargo;537.68
KLAVDIYA PAVLOVA;Venice;1068.08
KLAVDIYA PETROVA;Rochester;1372.80
KLAVDIYA POLYAKOVA;San Bernardino;901.68
KLAVDIYA POPOVA;Los Angeles;918.32
KLAVDIYA POTAPOVA;Chicago;772.72
KLAVDIYA RODIONOVA;Birmingham;894.40
KLAVDIYA RODIONOVA;Millville;1212.64
KLAVDIYA RODIONOVA;Palm Springs;2112.24
KLAVDIYA SCHERBAKOVA;Tucson;959.92
KLAVDIYA SEMENOVA;Millville;978.64
KLAVDIYA SERGEEVA;Atlantic City;249.60
KLAVDIYA SERGEEVA;Millville;978.64
KLAVDIYA SERGEEVA;Richmond;255.84
KLAVDIYA SERGEEVA;Tucumcari;2593.76
KLAVDIYA SMIRNOVA;Atlanta;163.28
KLAVDIYA SMIRNOVA;Santa Monica;4028.96
KLAVDIYA SOKOLOVA;Los Angeles;828.88
KLAVDIYA SOKOLOVA;Palm Springs;3654.56
KLAVDIYA SOLOVEVA;Hillsboro;1301.04
KLAVDIYA SOROKINA;Atlanta;654.16
KLAVDIYA TARASOVA;Albany;2790.32
KLAVDIYA TIKHONOVA;Birmingham;4046.64
KLAVDIYA TROFIMOVA;Albany;2524.08
KLAVDIYA VASILEVA;Fargo;276.64
KLAVDIYA VLASOVA;Louisville;617.76
KLAVDIYA VLASOVA;Tucson;1174.16
KLAVDIYA VOLKOVA;Los Angeles;2776.80
KLAVDIYA VOLKOVA;Venice;922.48
KLAVDIYA VOROBEVA;Louisville;593.84
KLAVDIYA ZAKHAROVA;Daytona Beach;347.36
KLAVDIYA ZAKHAROVA;San Bernardino;1341.60
KLAVDIYA ZOTOVA;Millville;620.88
KLIM MATVEEV;Grand Junction;932.88
KLIM VLASOV;Newport;1137.76
KLIM ZHUKOV;New York;208.00
KONSTANTIN ABRAMOV;Idaho Falls;300.56
KONSTANTIN ABRAMOV;Venice;411.84
KONSTANTIN AFANASEV;Roswell;1001.52
KONSTANTIN ALEKSANDROV;Chicago;772.72
KONSTANTIN ALEKSANDROV;Fargo;1574.56
KONSTANTIN ALEKSANDROV;Los Angeles;828.88
KONSTANTIN ALEKSANDROV;Richmond;487.76
KONSTANTIN ALEKSANDROV;Stratford;859.04
KONSTANTIN ALEKSEEV;Alamogordo;706.16
KONSTANTIN ALEKSEEV;Fargo;1566.24
KONSTANTIN ALEKSEEV;Rochester;1407.12
KONSTANTIN ANDREEV;Chicago;385.84
KONSTANTIN ANDREEV;Fargo;99.84
KONSTANTIN ANDREEV;Las Vegas;1167.92
KONSTANTIN ANTONOV;Burlington;888.16
KONSTANTIN ANTONOV;Los Angeles;3498.56
KONSTANTIN ANTONOV;Tucson;772.72
KONSTANTIN BARANOV;Richmond;485.68
KONSTANTIN BARANOV;Richmond;499.20
KONSTANTIN BELOV;Louisville;599.04
KONSTANTIN BELOV;Palm Springs;9849.84
KONSTANTIN BONDARENKO;San Bernardino;879.84
KONSTANTIN BORISOV;Charleston;1004.64
KONSTANTIN BORISOV;Jacksonville;460.72
KONSTANTIN BORISOV;Jacksonville;482.56
KONSTANTIN BORISOV;Tucumcari;2593.76
KONSTANTIN CHERNOV;Birmingham;2426.32
KONSTANTIN DAVYDOV;Alamogordo;344.24
KONSTANTIN DAVYDOV;Chicago;770.64
KONSTANTIN DENISOV;Fargo;198.64
KONSTANTIN DENISOV;Los Angeles;3583.84
KONSTANTIN DMITRIEV;Fargo;108.16
KONSTANTIN DMITRIEV;Fargo;1387.36
KONSTANTIN DMITRIEV;Palm Springs;3747.12
KONSTANTIN EGOROV;Albany;437.84
KONSTANTIN EGOROV;Albany;3786.64
KONSTANTIN EGOROV;Richmond;729.04
KONSTANTIN EGOROV;Tampa;368.16
KONSTANTIN FEDOROV;Daytona Beach;1228.24
KONSTANTIN FEDOROV;Hillsboro;867.36
KONSTANTIN FEDOTOV;Alamogordo;687.44
KONSTANTIN FEDOTOV;Charleston;1004.64
KONSTANTIN FILIPPOV;Richmond;243.36
KONSTANTIN FOMIN;Birmingham;1986.40
KONSTANTIN FROLOV;Daytona Beach;882.96
KONSTANTIN FROLOV;Los Angeles;2776.80
KONSTANTIN FROLOV;New York;416.00
KONSTANTIN FROLOV;Palm Springs;5481.84
KONSTANTIN GAVRILOV;Chicago;772.72
KONSTANTIN GAVRILOV;Los Angeles;3046.16
KONSTANTIN GAVRILOV;Venice;411.84
KONSTANTIN GERASIMOV;Charleston;2058.16
KONSTANTIN GERASIMOV;Galveston;100.88
KONSTANTIN GORBUNOV;Alamogordo;687.44
KONSTANTIN GORBUNOV;Columbus;3029.52
KONSTANTIN GORBUNOV;Los Angeles;1408.16
KONSTANTIN GORBUNOV;Roswell;1001.52
KONSTANTIN GRIGOREV;New York;218.40
KONSTANTIN GUSEV;Alamogordo;689.52
KONSTANTIN ILIN;Fargo;2673.84
KONSTANTIN ILIN;Idaho Falls;300.56
KONSTANTIN ILIN;Los Angeles;3316.56
KONSTANTIN ILIN;Newport;2673.84
KONSTANTIN ISAEV;Burlington;888.16
KONSTANTIN IVANOV;Alamogordo;1032.72
KONSTANTIN IVANOV;Atlantic City;124.80
KONSTANTIN IVANOV;Fargo;208.00
KONSTANTIN IVANOV;Fargo;297.44
KONSTANTIN IVANOV;Galveston;201.76
KONSTANTIN IVANOV;Houston;718.64
KONSTANTIN IVANOV;Indianapolis;668.72
KONSTANTIN IVANOV;New York;416.00
KONSTANTIN IVANOV;Richmond;485.68
KONSTANTIN IVANOV;Richmond;729.04
KONSTANTIN IVANOV;Venice;830.96
KONSTANTIN KARPOV;Palm Springs;3838.64
KONSTANTIN KAZAKOV;Los Angeles;1119.04
KONSTANTIN KISELEV;Ruidoso;472.16
KONSTANTIN KISELEV;Tampa;737.36
KONSTANTIN KONOVALOV;Chicago;1157.52
KONSTANTIN KOZLOV;Burlington;3595.28
KONSTANTIN KOZLOV;Galveston;1348.88
KONSTANTIN KOZLOV;Los Angeles;828.88
KONSTANTIN KOZLOV;Newport;1348.88
KONSTANTIN KOZLOV;Richmond;243.36
KONSTANTIN KOZLOV;Tucson;573.04
KONSTANTIN KUDRYASHOV;Chicago;4760.08
KONSTANTIN KULIKOV;Galveston;100.88
KONSTANTIN KULIKOV;Orlando;4385.68
KONSTANTIN KUZMIN;Atlanta;326.56
KONSTANTIN KUZNECOV;Alamogordo;344.24
KONSTANTIN KUZNECOV;Los Angeles;828.88
KONSTANTIN KUZNECOV;Los Angeles;2125.76
KONSTANTIN KUZNECOV;Miami;2270.32
KONSTANTIN KUZNECOV;Millville;513.76
KONSTANTIN KUZNECOV;Palm Springs;1827.28
KONSTANTIN KUZNECOV;Tampa;737.36
KONSTANTIN KUZNECOV;Venice;1068.08
KONSTANTIN MAKAROV;Alice;1051.44
KONSTANTIN MAKAROV;Jacksonville;943.28
KONSTANTIN MAKAROV;Orlando;3620.24
KONSTANTIN MAKAROV;Rochester;2059.20
KONSTANTIN MAKSIMOV;Alice;1016.08
KONSTANTIN MAKSIMOV;Miami;4170.40
KONSTANTIN MAKSIMOV;Rochester;720.72
KONSTANTIN MARTYNOV;Alamogordo;689.52
KONSTANTIN MARTYNOV;Alamogordo;1033.76
KONSTANTIN MATVEEV;Columbus;1517.36
KONSTANTIN MATVEEV;Richmond;830.96
KONSTANTIN MATVEEV;Venice;1194.96
KONSTANTIN MEDVEDEV;Atlanta;980.72
KONSTANTIN MELNIKOV;Las Vegas;388.96
KONSTANTIN MELNIKOV;Miami;3632.72
KONSTANTIN MIKHAYLOV;Atlanta;326.56
KONSTANTIN MIKHAYLOV;Palm Springs;5481.84
KONSTANTIN MIKHAYLOV;San Bernardino;879.84
KONSTANTIN MIRONOV;Atlanta;980.72
KONSTANTIN MOROZOV;Alamogordo;687.44
KONSTANTIN MOROZOV;Alice;326.56
KONSTANTIN MOROZOV;Atlanta;326.56
KONSTANTIN MOROZOV;Los Angeles;2572.96
KONSTANTIN NAUMOV;Idaho Falls;600.08
KONSTANTIN NAZAROV;Stratford;859.04
KONSTANTIN NIKITIN;Little Rock;412.88
KONSTANTIN NIKOLAEV;Daytona Beach;347.36
KONSTANTIN NIKOLAEV;Fargo;99.84
KONSTANTIN NIKOLAEV;Miami;1093.04
KONSTANTIN NIKOLAEV;Mojave;9894.56
KONSTANTIN NIKOLAEV;Santa Monica;2014.48
KONSTANTIN OSIPOV;Alamogordo;687.44
KONSTANTIN OSIPOV;Las Vegas;388.96
KONSTANTIN PAVLOV;Santa Monica;2014.48
KONSTANTIN PAVLOV;Tucson;1147.12
KONSTANTIN PETROV;Atlanta;980.72
KONSTANTIN PETROV;Galveston;3947.84
KONSTANTIN PETROV;Louisville;593.84
KONSTANTIN PETROV;Newport;3947.84
KONSTANTIN PETROV;Palm Springs;1005.68
KONSTANTIN POPOV;Daytona Beach;891.28
KONSTANTIN POPOV;Palm Springs;2741.44
KONSTANTIN POPOV;Palm Springs;5481.84
KONSTANTIN POPOV;Richmond;243.36
KONSTANTIN POPOV;San Bernardino;1320.80
KONSTANTIN RODIONOV;Columbus;791.44
KONSTANTIN RODIONOV;Orlando;1394.64
KONSTANTIN ROMANOV;Fargo;297.44
KONSTANTIN ROMANOV;Galveston;201.76
KONSTANTIN ROMANOV;Los Angeles;918.32
KONSTANTIN ROMANOV;Palm Springs;4298.32
KONSTANTIN SAVELEV;Indianapolis;222.56
KONSTANTIN SCHERBAKOV;Alamogordo;687.44
KONSTANTIN SCHERBAKOV;Los Angeles;1704.56
KONSTANTIN SCHERBAKOV;Louisville;593.84
KONSTANTIN SCHERBAKOV;Palm Springs;3833.44
KONSTANTIN SCHERBAKOV;Santa Monica;6042.40
KONSTANTIN SCHERBAKOV;Tampa;368.16
KONSTANTIN SEMENOV;Alice;1051.44
KONSTANTIN SEMENOV;Fargo;99.84
KONSTANTIN SEMENOV;Miami;1293.76
KONSTANTIN SERGEEV;Los Angeles;1947.92
KONSTANTIN SERGEEV;New York;208.00
KONSTANTIN SERGEEV;San Bernardino;880.88
KONSTANTIN SERGEEV;Venice;398.32
KONSTANTIN SIDOROV;Burlington;888.16
KONSTANTIN SIDOROV;Miami;652.08
KONSTANTIN SIDOROV;Miami;3077.36
KONSTANTIN SMIRNOV;Burlington;3550.56
KONSTANTIN SMIRNOV;Columbus;2962.96
KONSTANTIN SMIRNOV;Los Angeles;1947.92
KONSTANTIN SMIRNOV;Los Angeles;2486.64
KONSTANTIN SOKOLOV;Louisville;2769.52
KONSTANTIN SOKOLOV;Palm Springs;2194.40
KONSTANTIN SOLOVEV;Fargo;2162.16
KONSTANTIN SOLOVEV;Millville;1612.00
KONSTANTIN SOLOVEV;Palm Springs;1827.28
KONSTANTIN SOROKIN;Millville;537.68
KONSTANTIN SOROKIN;Palm Springs;2194.40
KONSTANTIN STEPANOV;Orlando;2923.44
KONSTANTIN TARASOV;Albany;427.44
KONSTANTIN TARASOV;Millville;606.32
KONSTANTIN TIKHONOV;Alamogordo;1569.36
KONSTANTIN TIKHONOV;Atlanta;980.72
KONSTANTIN TIKHONOV;Richmond;487.76
KONSTANTIN TIMOFEEV;Millville;302.64
KONSTANTIN TIMOFEEV;Palm Springs;1827.28
KONSTANTIN VASILEV;Charleston;1004.64
KONSTANTIN VASILEV;Las Vegas;388.96
KONSTANTIN VASILEV;Millville;537.68
KONSTANTIN VASILEV;Mojave;989.04
KONSTANTIN VASILEV;Richmond;243.36
KONSTANTIN VLASOV;Alamogordo;344.24
KONSTANTIN VLASOV;Mojave;1979.12
KONSTANTIN YAKOVLEV;Columbus;998.40
KONSTANTIN ZAKHAROV;Albany;1262.56
KONSTANTIN ZAKHAROV;New York;208.00
KONSTANTIN ZHUKOV;Idaho Falls;450.32
KONSTANTIN ZHUKOV;Miami;3037.84
KONSTANTIN ZHUKOV;Tucson;781.04
KONSTANTIN ZHURAVLEV;Alamogordo;1032.72
KONSTANTIN ZHURAVLEV;Rochester;1372.80
KRISTINA ABRAMOVA;Birmingham;2028.00
KRISTINA ABRAMOVA;Fargo;1043.12
KRISTINA AFANASEVA;Grand Junction;932.88
KRISTINA ALEKSANDROVA;Atlantic City;124.80
KRISTINA ALEKSANDROVA;Palm Springs;5481.84
KRISTINA ALEKSANDROVA;Venice;810.16
KRISTINA ANDREEVA;Alamogordo;1032.72
KRISTINA ARKHIPOVA;Alamogordo;1720.16
KRISTINA BARANOVA;Birmingham;1293.76
KRISTINA BARANOVA;Orlando;732.16
KRISTINA BELOVA;Palm Springs;3016.00
KRISTINA BELYAEVA;Daytona Beach;1417.52
KRISTINA BOGDANOVA;Millville;537.68
KRISTINA BOGDANOVA;Roswell;2000.96
KRISTINA BORISOVA;Los Angeles;1657.76
KRISTINA BORISOVA;Mojave;12070.24
KRISTINA CHERNOVA;Orlando;2159.04
KRISTINA DMITRIEVA;Millville;1165.84
KRISTINA EFIMOVA;Los Angeles;2125.76
KRISTINA EFIMOVA;Tucson;973.44
KRISTINA EFREMOVA;Charleston;1694.16
KRISTINA EFREMOVA;Palm Springs;1827.28
KRISTINA FADEEVA;Idaho Falls;300.56
KRISTINA FADEEVA;Los Angeles;1657.76
KRISTINA FILIPPOVA;Miami;2309.84
KRISTINA FILIPPOVA;Newport;2277.60
KRISTINA FOMINA;Los Angeles;828.88
KRISTINA FOMINA;Memphis;510.64
KRISTINA FOMINA;San Bernardino;901.68
KRISTINA FROLOVA;Miami;1093.04
KRISTINA GAVRILOVA;Fargo;298.48
KRISTINA GERASIMOVA;Venice;1353.04
KRISTINA GRISHINA;Palm Springs;2194.40
KRISTINA GRISHINA;Palm Springs;3747.12
KRISTINA ISAEVA;Richmond;487.76
KRISTINA ISAEVA;San Diego;243.36
KRISTINA IVANOVA;Los Angeles;1657.76
KRISTINA IVANOVA;Los Angeles;2776.80
KRISTINA IVANOVA;Palm Springs;1827.28
KRISTINA KALININA;Los Angeles;918.32
KRISTINA KARPOVA;Little Rock;825.76
KRISTINA KOLESNIKOVA;Charleston;1722.24
KRISTINA KOLESNIKOVA;Idaho Falls;149.76
KRISTINA KOMAROVA;Alamogordo;689.52
KRISTINA KOMAROVA;Los Angeles;2585.44
KRISTINA KOROLEVA;Palm Springs;2103.92
KRISTINA KOROLEVA;Richmond;485.68
KRISTINA KOVALEVA;Galveston;1393.60
KRISTINA KRASNOVA;San Diego;243.36
KRISTINA KUZMINA;Alice;2809.04
KRISTINA KUZMINA;Atlantic City;124.80
KRISTINA KUZMINA;Houston;718.64
KRISTINA KUZMINA;Los Angeles;1008.80
KRISTINA LEBEDEVA;Albany;2322.32
KRISTINA LEBEDEVA;Birmingham;2271.36
KRISTINA LUKYANOVA;Alamogordo;1032.72
KRISTINA LUKYANOVA;Charleston;502.32
KRISTINA LUKYANOVA;Louisville;593.84
KRISTINA MAKAROVA;Columbus;2021.76
KRISTINA MAKAROVA;Columbus;2517.84
KRISTINA MAKAROVA;Jacksonville;460.72
KRISTINA MALYSHEVA;Alamogordo;344.24
KRISTINA MALYSHEVA;Miami;1150.24
KRISTINA MARTYNOVA;Louisville;1088.88
KRISTINA MASLOVA;Columbus;1480.96
KRISTINA MEDVEDEVA;Los Angeles;1947.92
KRISTINA MEDVEDEVA;Orlando;2354.56
KRISTINA MOISEEVA;Galveston;6708.00
KRISTINA MOISEEVA;Newport;6708.00
KRISTINA MOROZOVA;Atlanta;669.76
KRISTINA MOROZOVA;Galveston;201.76
KRISTINA MOROZOVA;Los Angeles;1947.92
KRISTINA NAZAROVA;Fargo;99.84
KRISTINA NESTEROVA;Little Rock;825.76
KRISTINA NESTEROVA;Los Angeles;1836.64
KRISTINA NIKIFOROVA;Baton Rouge;110.24
KRISTINA NIKITINA;Atlantic City;124.80
KRISTINA NIKITINA;Columbus;1996.80
KRISTINA NIKITINA;Orlando;3488.16
KRISTINA NIKOLAEVA;Palm Springs;2011.36
KRISTINA NOVIKOVA;Burlington;888.16
KRISTINA NOVIKOVA;Millville;552.24
KRISTINA ORLOVA;Columbus;1517.36
KRISTINA ORLOVA;Miami;1361.36
KRISTINA OSIPOVA;Alamogordo;360.88
KRISTINA PAVLOVA;Daytona Beach;506.48
KRISTINA PAVLOVA;Miami;2500.16
KRISTINA PETROVA;Alamogordo;721.76
KRISTINA PETROVA;Fargo;1078.48
KRISTINA PETROVA;Newport;1196.00
KRISTINA PETROVA;Orlando;697.84
KRISTINA PETROVA;Palm Springs;3654.56
KRISTINA PETROVA;San Bernardino;1078.48
KRISTINA POPOVA;Alamogordo;344.24
KRISTINA POPOVA;Galveston;100.88
KRISTINA POPOVA;Galveston;203.84
KRISTINA ROMANOVA;Los Angeles;3066.96
KRISTINA ROMANOVA;Palm Springs;1827.28
KRISTINA RYABOVA;Los Angeles;1657.76
KRISTINA RYABOVA;Tucson;586.56
KRISTINA SCHERBAKOVA;Fargo;2420.08
KRISTINA SCHERBAKOVA;Galveston;100.88
KRISTINA SEMENOVA;Little Rock;412.88
KRISTINA SEMENOVA;Los Angeles;414.96
KRISTINA SEMENOVA;Los Angeles;2676.96
KRISTINA SEMENOVA;Richmond;2676.96
KRISTINA SERGEEVA;Albany;3574.48
KRISTINA SERGEEVA;Atlanta;326.56
KRISTINA SERGEEVA;Chicago;385.84
KRISTINA SERGEEVA;Fargo;741.52
KRISTINA SERGEEVA;Idaho Falls;915.20
KRISTINA SERGEEVA;Palm Springs;5481.84
KRISTINA SIDOROVA;Daytona Beach;160.16
KRISTINA SOKOLOVA;Los Angeles;1352.00
KRISTINA SOLOVEVA;Birmingham;2271.36
KRISTINA SOROKINA;Alamogordo;689.52
KRISTINA SOROKINA;Palm Springs;6400.16
KRISTINA TIKHONOVA;Richmond;487.76
KRISTINA TIMOFEEVA;Alamogordo;344.24
KRISTINA TROFIMOVA;Houston;359.84
KRISTINA VASILEVA;Los Angeles;1119.04
KRISTINA VASILEVA;San Bernardino;439.92
KRISTINA VOLKOVA;Jacksonville;921.44
KRISTINA VOROBEVA;Columbus;998.40
KRISTINA YAKOVLEVA;Hillsboro;890.24
KRISTINA YAKOVLEVA;Palm Springs;5481.84
KRISTINA ZAKHAROVA;Grand Junction;466.96
KRISTINA ZAYCEVA;Albany;2524.08
KRISTINA ZAYCEVA;Mojave;5937.36
KRISTINA ZAYCEVA;Tucson;787.28
KRISTINA ZHUKOVA;Miami;766.48
KRISTINA ZHUKOVA;Richmond;1457.04
KRISTINA ZHURAVLEVA;Los Angeles;2776.80
KRISTINA ZOTOVA;Millville;1555.84
KSENIYA AFANASEVA;Chicago;385.84
KSENIYA AFANASEVA;Los Angeles;7140.64
KSENIYA AFANASEVA;Palm Springs;7140.64
KSENIYA AKIMOVA;Charleston;2008.24
KSENIYA ALEKSANDROVA;Indianapolis;446.16
KSENIYA ALEKSEEVA;Atlanta;980.72
KSENIYA ALEKSEEVA;Millville;851.76
KSENIYA ALEKSEEVA;Orlando;2957.76
KSENIYA ANDREEVA;Chicago;772.72
KSENIYA ANDREEVA;Miami;1134.64
KSENIYA ANTONOVA;Birmingham;1704.56
KSENIYA ANTONOVA;Palm Springs;2842.32
KSENIYA ARKHIPOVA;Venice;796.64
KSENIYA BELOVA;Idaho Falls;600.08
KSENIYA BELOVA;Miami;3280.16
KSENIYA BELYAEVA;Daytona Beach;321.36
KSENIYA BORISOVA;Galveston;201.76
KSENIYA CHERNOVA;Chicago;385.84
KSENIYA DAVYDOVA;Albany;2311.92
KSENIYA DENISOVA;Alamogordo;344.24
KSENIYA DENISOVA;Fargo;396.24
KSENIYA EFIMOVA;Albany;2950.48
KSENIYA EFREMOVA;Alamogordo;687.44
KSENIYA EGOROVA;Albany;3999.84
KSENIYA EGOROVA;Louisville;599.04
KSENIYA FADEEVA;Albany;2526.16
KSENIYA FEDOROVA;Palm Springs;1827.28
KSENIYA FEDOROVA;Stratford;2619.76
KSENIYA FILATOVA;Daytona Beach;695.76
KSENIYA FILATOVA;Miami;567.84
KSENIYA FILIPPOVA;Los Angeles;1657.76
KSENIYA FILIPPOVA;Rochester;686.40
KSENIYA FOMINA;Atlanta;326.56
KSENIYA GAVRILOVA;Fargo;198.64
KSENIYA GAVRILOVA;Jacksonville;460.72
KSENIYA GAVRILOVA;Miami;1293.76
KSENIYA GAVRILOVA;Santa Monica;4027.92
KSENIYA GERASIMOVA;New York;208.00
KSENIYA GORBUNOVA;Alamogordo;721.76
KSENIYA GORBUNOVA;Venice;1209.52
KSENIYA GRISHINA;Fargo;523.12
KSENIYA GUSEVA;Louisville;593.84
KSENIYA ILINA;Galveston;100.88
KSENIYA ILINA;Los Angeles;828.88
KSENIYA ILINA;New York;218.40
KSENIYA IVANOVA;Albany;1041.04
KSENIYA IVANOVA;Alice;1739.92
KSENIYA IVANOVA;Burlington;2665.52
KSENIYA IVANOVA;Little Rock;432.64
KSENIYA IVANOVA;Little Rock;845.52
KSENIYA IVANOVA;Los Angeles;1008.80
KSENIYA IVANOVA;Los Angeles;1947.92
KSENIYA IVANOVA;Louisville;1784.64
KSENIYA IVANOVA;Miami;1561.04
KSENIYA IVANOVA;Millville;537.68
KSENIYA IVANOVA;Millville;841.36
KSENIYA IVANOVA;New York;208.00
KSENIYA IVANOVA;Newport;1137.76
KSENIYA IVANOVA;Palm Springs;1827.28
KSENIYA IVANOVA;Palm Springs;3654.56
KSENIYA IVANOVA;San Bernardino;461.76
KSENIYA IVANOVA;Stratford;1717.04
KSENIYA KALININA;Millville;1323.92
KSENIYA KARPOVA;Venice;1068.08
KSENIYA KISELEVA;Las Vegas;404.56
KSENIYA KOLESNIKOVA;Alamogordo;344.24
KSENIYA KOLESNIKOVA;Palm Springs;914.16
KSENIYA KONOVALOVA;Albany;2311.92
KSENIYA KONOVALOVA;Galveston;638.56
KSENIYA KONOVALOVA;Galveston;4052.88
KSENIYA KONOVALOVA;Newport;4052.88
KSENIYA KONOVALOVA;Stratford;1760.72
KSENIYA KOROLEVA;Albany;2526.16
KSENIYA KOROLEVA;Burlington;1820.00
KSENIYA KOZLOVA;Palm Springs;5481.84
KSENIYA KOZLOVA;Tucson;385.84
KSENIYA KRASNOVA;Nashville;1934.40
KSENIYA KUDRYASHOVA;Columbus;635.44
KSENIYA KUDRYASHOVA;Los Angeles;828.88
KSENIYA KULIKOVA;Alamogordo;689.52
KSENIYA KULIKOVA;Las Vegas;778.96
KSENIYA KUZNECOVA;Alamogordo;1667.12
KSENIYA KUZNECOVA;Las Vegas;388.96
KSENIYA KUZNECOVA;Millville;2382.64
KSENIYA KUZNECOVA;New York;208.00
KSENIYA KUZNECOVA;San Bernardino;1667.12
KSENIYA KUZNECOVA;Tampa;1105.52
KSENIYA KUZNECOVA;Tucson;772.72
KSENIYA LAZAREVA;Albany;214.24
KSENIYA LEBEDEVA;Alice;1051.44
KSENIYA LOGINOVA;Daytona Beach;695.76
KSENIYA LOGINOVA;Los Angeles;1119.04
KSENIYA MAKAROVA;Columbus;2515.76
KSENIYA MAKAROVA;Los Angeles;1836.64
KSENIYA MAKAROVA;Palm Springs;1919.84
KSENIYA MAKSIMOVA;Nashville;1379.04
KSENIYA MAKSIMOVA;Roswell;5003.44
KSENIYA MAKSIMOVA;Tampa;755.04
KSENIYA MALYSHEVA;Los Angeles;1008.80
KSENIYA MALYSHEVA;Orlando;796.64
KSENIYA MATVEEVA;Fargo;208.00
KSENIYA MEDVEDEVA;Atlanta;669.76
KSENIYA MELNIKOVA;Columbus;998.40
KSENIYA MELNIKOVA;Palm Springs;1919.84
KSENIYA MIRONOVA;Palm Springs;1919.84
KSENIYA MIRONOVA;Stratford;3436.16
KSENIYA MOROZOVA;Stratford;2662.40
KSENIYA NAUMOVA;Los Angeles;2237.04
KSENIYA NAUMOVA;Tucson;1368.64
KSENIYA NAZAROVA;Los Angeles;3466.32
KSENIYA NAZAROVA;Richmond;487.76
KSENIYA NESTEROVA;Richmond;973.44
KSENIYA NIKIFOROVA;Millville;1043.12
KSENIYA NIKIFOROVA;Palm Springs;3838.64
KSENIYA NIKITINA;Louisville;2398.24
KSENIYA NIKITINA;Orlando;4423.12
KSENIYA NIKOLAEVA;Alamogordo;689.52
KSENIYA NIKOLAEVA;Birmingham;1462.24
KSENIYA NIKOLAEVA;Mojave;1979.12
KSENIYA NIKOLAEVA;San Bernardino;439.92
KSENIYA ORLOVA;Fargo;604.24
KSENIYA OSIPOVA;Chicago;872.56
KSENIYA OSIPOVA;Richmond;872.56
KSENIYA OSIPOVA;Rochester;1372.80
KSENIYA PAVLOVA;Chicago;7024.16
KSENIYA PAVLOVA;Galveston;50.96
KSENIYA PAVLOVA;Houston;718.64
KSENIYA PAVLOVA;Palm Springs;7024.16
KSENIYA PETROVA;Los Angeles;1657.76
KSENIYA PETROVA;Tampa;368.16
KSENIYA POLYAKOVA;Galveston;308.88
KSENIYA POLYAKOVA;Stratford;1760.72
KSENIYA POPOVA;Atlantic City;249.60
KSENIYA POPOVA;Chicago;772.72
KSENIYA POPOVA;Daytona Beach;534.56
KSENIYA POPOVA;Millville;1626.56
KSENIYA RODIONOVA;Los Angeles;828.88
KSENIYA ROMANOVA;Tucson;385.84
KSENIYA RYABOVA;Columbus;1296.88
KSENIYA SAVELEVA;Fargo;669.76
KSENIYA SAVELEVA;Miami;1134.64
KSENIYA SEMENOVA;Alamogordo;344.24
KSENIYA SEMENOVA;Charleston;1004.64
KSENIYA SEMENOVA;Rochester;1407.12
KSENIYA SERGEEVA;Albany;4846.40
KSENIYA SERGEEVA;Palm Springs;6218.16
KSENIYA SIDOROVA;Atlanta;326.56
KSENIYA SIDOROVA;Grand Junction;1399.84
KSENIYA SMIRNOVA;Fargo;208.00
KSENIYA SMIRNOVA;Idaho Falls;300.56
KSENIYA SMIRNOVA;Las Vegas;862.16
KSENIYA SOKOLOVA;Alamogordo;344.24
KSENIYA SOLOVEVA;Charleston;2058.16
KSENIYA SOROKINA;Albany;224.64
KSENIYA SOROKINA;Burlington;888.16
KSENIYA STEPANOVA;Ruidoso;472.16
KSENIYA TARASOVA;Galveston;1459.12
KSENIYA TARASOVA;Newport;1459.12
KSENIYA TIMOFEEVA;Mojave;3958.24
KSENIYA TITOVA;San Bernardino;879.84
KSENIYA VASILEVA;Alamogordo;2097.68
KSENIYA VASILEVA;Louisville;593.84
KSENIYA VASILEVA;Palm Springs;7861.36
KSENIYA VASILEVA;Tucson;781.04
KSENIYA VLASOVA;Chicago;385.84
KSENIYA VLASOVA;Rochester;686.40
KSENIYA VOLKOVA;Palm Springs;4011.28
KSENIYA VOLKOVA;Palm Springs;6400.16
KSENIYA VOROBEVA;Alice;980.72
KSENIYA VOROBEVA;Charleston;2037.36
KSENIYA YUDINA;Millville;606.32
KSENIYA ZAKHAROVA;Atlanta;980.72
KSENIYA ZAKHAROVA;Orlando;697.84
KSENIYA ZAKHAROVA;Richmond;485.68
KSENIYA ZAKHAROVA;Washington;222.56
KSENIYA ZAYCEVA;Atlanta;654.16
KSENIYA ZAYCEVA;Tucson;959.92
KSENIYA ZAYCEVA;Venice;796.64
KSENIYA ZHUKOVA;Los Angeles;3316.56
KSENIYA ZHURAVLEVA;Fargo;794.56
KSENIYA ZHURAVLEVA;San Bernardino;1286.48
KSENIYA ZOTOVA;Mojave;1979.12
KUZMA MEDVEDEV;Palm Springs;7678.32
KUZMA STEPANOV;Albany;321.36
LADA DENISOVA;Alamogordo;1032.72
LADA KARPOVA;Fargo;5159.44
LADA KARPOVA;Newport;5159.44
LADA MARTYNOVA;Albany;1687.92
